name	lat	lon
DAAD	35.3313888888889	4.20444444444444
DAAE	36.7119444444444	5.06944444444444
DAAG	36.6938333333333	3.21455555555556
DAAJ	24.2930555555556	9.45194444444444
DAAP	26.7236111111111	8.61777777777778
DAAS	36.1786111111111	5.33
DAAT	22.8111111111111	5.45083333333333
DAAV	36.7944444444444	5.87361111111111
DABB	36.8222222222222	7.80944444444444
DABC	36.2852777777778	6.61916666666667
DABS	35.4326361111111	8.1256
DABT	35.7591666666667	6.3225
DAOB	35.3413888888889	1.46694444444444
DAOF	27.7	-8.16666666666667
DAOI	36.2169444444444	1.34
DAON	35.0152777777778	-1.45083333333333
DAOO	35.6272222222222	-0.611388888888889
DAOR	31.6505694444444	-2.25315277777778
DAOV	35.2169444444444	0.148333333333333
DAOY	33.7208333333333	1.09138888888889
DATG	19.5688888888889	5.74888888888889
DATM	21.375	0.923888888888889
DAUA	27.8391666666667	-0.185277777777778
DAUB	34.8016666666667	5.74166666666667
DAUE	30.5688888888889	2.86472222222222
DAUG	32.3816666666667	3.79944444444444
DAUH	31.6738888888889	6.14055555555556
DAUI	27.2536111111111	2.51083333333333
DAUK	33.06	6.08722222222222
DAUO	33.5130555555556	6.7825
DAUT	29.2411111111111	0.283611111111111
DAUU	31.9313888888889	5.40666666666667
DAUZ	28.0513888888889	9.64277777777778
DBBB	6.35638888888889	2.38333333333333
DBBO	11.0333333333333	0.983333333333333
DBBP	9.35713888888889	2.60925
DFCC	13.6552777777778	-2.32888888888889
DFEF	12.0333333333333	0.4
DFEG	14.45	-0.266666666666667
DFFD	12.3536666666667	-1.512
DFOD	12.4666666666667	-3.48333333333333
DFOG	10.3830555555556	-3.16888888888889
DFOO	11.1675	-4.32111111111111
DFOR	10.9833333333333	-4.93333333333333
DGAA	5.60441388888889	-0.167544444444444
DGLE	9.55726666666667	-0.863172222222222
DGLW	10.0538888888889	-2.47472222222222
DGSI	6.71458333333333	-1.59083333333333
DGTK	4.89598611111111	-1.77470833333333
DIAP	5.25450277777778	-3.92865555555556
DIBI	9.53333333333333	-6.46666666666667
DIBK	7.752375	-5.06770555555556
DIBN	9.26666666666667	-3.03333333333333
DIBU	8.01138888888889	-2.76472222222222
DIDK	6.6	-4.56666666666667
DIDL	6.79625	-6.47911111111111
DIKO	9.38758611111111	-5.55413333333333
DIMN	7.27096666666667	-7.58753333333333
DIOD	9.53771944444445	-7.56364444444444
DISG	7.96833333333333	-6.71083333333333
DISP	4.74762222222222	-6.66022777777778
DISS	4.93333333333333	-6.13333333333333
DITM	8.28972222222222	-7.67277777777778
DIYO	6.90578055555556	-5.36376111111111
DNAA	9.00679722222222	7.263175
DNAI	4.87215277777778	8.09357222222222
DNAK	7.24674444444444	5.30098055555556
DNBE	6.31653055555556	5.59894444444444
DNCA	4.97604722222222	8.3473
DNEN	6.47353888888889	7.55893333333333
DNES	5.62055555555556	5.19916666666667
DNFB	4.40501666666667	7.18111666666667
DNGO	10.29815	10.89905
DNIB	7.36240833333333	3.97833055555556
DNIL	8.44011666666667	4.49396944444445
DNIM	5.42715555555556	7.206025
DNJO	9.63981666666667	8.86906666666667
DNKA	10.6958694444444	7.32014722222222
DNKN	12.0480555555556	8.52361111111111
DNKT	13.0074333333333	7.66061111111111
DNMA	11.8552444444444	13.0812861111111
DNMM	6.57864722222222	3.32252777777778
DNMN	9.65233333333333	6.46233333333333
DNPO	5.01545833333333	6.94953333333333
DNSO	12.9158972222222	5.20689722222222
DNSU	5.59818333333333	5.81880555555556
DNYO	9.25753055555556	12.4304166666667
DNZA	11.1302027777778	7.68571111111111
DRRM	13.5019444444444	7.11972222222222
DRRN	13.4816555555556	2.17036111111111
DRRT	14.8780555555556	5.27027777777778
DRZA	16.9623055555556	7.99038888888889
DRZD	18.9688888888889	12.8688888888889
DRZF	13.375	12.6416666666667
DRZR	13.783975	8.99040555555555
DTKA	36.98	8.87694444444445
DTMB	35.7580555555556	10.7547222222222
DTNH	36.0758333333333	10.4386111111111
DTTA	36.8511111111111	10.2269444444444
DTTF	34.4155555555556	8.81361111111111
DTTG	33.7325	9.91611111111111
DTTJ	33.8755555555556	10.7772222222222
DTTR	31.7027777777778	9.2575
DTTX	34.7205555555556	10.6886111111111
DTTZ	33.9397222222222	8.11055555555556
DXNG	9.7775	1.09555555555556
DXXX	6.16583333333333	1.25416666666667
FAAB	-28.5733166666667	16.5343361111111
FABE	-32.895	27.285
FABL	-29.0937888888889	26.3039638888889
FACT	-33.9713694444444	18.6042916666667
FAEL	-33.0351194444444	27.8213
FAGC	-25.9870666666667	28.1405472222222
FAGG	-34.0067027777778	22.3742805555556
FAGM	-26.2419777777778	28.1513555555556
FAGR	-32.194825	24.5411555555556
FAHS	-24.3546194444444	31.0504
FAKD	-26.8666666666667	26.7166666666667
FAKM	-28.8047833333333	24.7640333333333
FAKN	-25.3915833333333	31.0992777777778
FAKS	-27.6666666666667	27.3166666666667
FAKU	-27.4596527777778	23.4125694444444
FAKZ	-29.6829694444444	17.0930777777778
FALA	-25.9396916666667	27.925575
FALC	-28.3583333333333	23.4416666666667
FALE	-29.6117722222222	31.1193138888889
FALM	-23.1594527777778	29.7015027777778
FALW	-32.9688111111111	18.1652611111111
FAMB	-25.6856694444444	29.44055
FAMJ	-27.0830555555556	29.785
FAMM	-25.8074472222222	25.5444694444444
FAMU	-27.6333333333333	32.05
FAOB	-34.5581166666667	20.2491222222222
FAOH	-33.6	22.1833333333333
FAOR	-26.1336944444444	28.2423166666667
FAPE	-33.9900138888889	25.6102777777778
FAPI	-23.9166666666667	29.4833333333333
FAPM	-29.6467888888889	30.3977722222222
FAPN	-25.3354833333333	27.1716333333333
FAPO	-24.7847222222222	30.7922222222222
FAPP	-23.8496472222222	29.4564888888889
FAPS	-26.6682916666667	27.0841083333333
FARS	-33.8108333333333	19.91
FASB	-29.6894444444444	17.9388888888889
FASE	-24.9415138888889	31.4446
FASI	-26.25	28.4
FASK	-25.8089388888889	28.1669722222222
FASS	-27.65	23.0
FASZ	-24.9613222222222	31.588825
FATT	-26.7785555555556	29.3384
FATW	-27.2028055555556	22.4808333333333
FAUL	-28.3194722222222	31.4170555555556
FAUP	-28.4010222222222	21.2596611111111
FAUT	-31.5462472222222	28.6753166666667
FAVM	-22.4494444444444	29.3380555555556
FAVV	-26.575	27.9625
FAVW	-31.4	23.15
FAWB	-25.6553055555556	28.2213416666667
FAWK	-25.8276916666667	28.2208916666667
FAWM	-27.9980083333333	26.6695555555556
FAYP	-33.9009888888889	18.4974888888889
FAZR	-25.6	26.0333333333333
FBFT	-21.1607694444444	27.4820944444444
FBGZ	-21.6969166666667	21.6532777777778
FBJW	-24.6	24.6666666666667
FBKE	-17.8308472222222	25.1626
FBLV	-22.1902916666667	29.1270138888889
FBMN	-19.9725	23.4280555555556
FBOR	-21.2666666666667	25.3166666666667
FBSK	-24.5558333333333	25.9188888888889
FBSN	-20.555	26.1161111111111
FBSP	-22.0566	27.8204583333333
FCBB	-4.2505	15.2515
FCBY	-4.21666666666667	13.2833333333333
FCOD	-1.2215	15.9135833333333
FCOE	-0.85	14.8
FCOI	1.58333333333333	18.05
FCOM	-0.0191666666666667	15.5819444444444
FCOO	-0.516666666666667	15.95
FCOU	1.6	16.0333333333333
FCPL	-4.2	12.6666666666667
FCPP	-4.81472222222222	11.8863888888889
FDMS	-26.5286111111111	31.3077777777778
FDSK	-26.3586583333333	31.7171361111111
FEFE	4.31666666666667	21.15
FEFF	4.39777777777778	18.5197222222222
FEFG	4.78333333333333	22.7833333333333
FEFI	10.2333333333333	22.7166666666667
FEFM	5.85	20.65
FEFN	8.43	20.6344444444444
FEFO	5.95035555555556	15.639825
FEFR	6.52680555555556	21.9900555555556
FEFS	6.5	17.4333333333333
FEFT	4.226	15.7854166666667
FEFW	8.01666666666667	22.4
FEGE	5.35	25.9166666666667
FEGL	9.58333333333333	21.7333333333333
FEGO	8.9	22.7833333333333
FGBT	1.90220833333333	9.80281388888889
FGMY	1.678575	11.0247916666667
FGSL	3.75530555555556	8.70872222222222
FIMP	-20.43	57.6830555555556
FJDG	-7.31474166666667	72.4160555555556
FKKB	2.87277777777778	9.97777777777778
FKKD	4.01166666666667	9.70833333333333
FKKI	4.46666666666667	14.3666666666667
FKKL	10.4547222222222	14.2530555555556
FKKM	5.64436111111111	10.7565
FKKN	7.35916666666667	13.56
FKKO	4.55	13.7166666666667
FKKR	9.33668333333333	13.3810583333333
FKKU	5.64444444444444	10.3558333333333
FKKV	6.03694444444444	10.1205555555556
FKKY	3.83194444444444	11.5216666666667
FKYS	3.717325	11.5524361111111
FLHN	-17.8123055555556	25.8199527777778
FLKK	-15.3266666666667	28.4566666666667
FLKS	-10.2166666666667	31.1333333333333
FLMA	-11.1333333333333	28.8666666666667
FLMF	-13.2666666666667	31.9333333333333
FLSK	-12.995	28.665
FLSO	-12.9	28.15
FMCH	-11.5365194444444	43.271325
FMCZ	-12.8066666666667	45.2805555555556
FMEE	-20.89	55.5163888888889
FMEP	-21.3216666666667	55.4255555555556
FMMI	-18.7965277777778	47.4760833333333
FMMT	-18.1158333333333	49.3933333333333
FMMV	-23.2847222222222	44.3177777777778
FMNA	-12.3511111111111	49.2943055555556
FMNE	-13.1833333333333	48.9833333333333
FMNM	-15.6665833333333	46.3510833333333
FMNN	-13.3179166666667	48.3091944444444
FMNQ	-16.75	44.4833333333333
FMNS	-14.2786111111111	50.1746388888889
FMNW	-14.9	47.9833333333333
FMSD	-25.0380555555556	46.9561111111111
FMSI	-22.4061111111111	46.1669444444444
FMSJ	-21.4263888888889	44.3158333333333
FMSM	-21.2079944444444	48.3561305555556
FMST	-23.3894444444444	43.7255
FNBG	-12.61	13.4036111111111
FNCA	-5.58666666666667	12.1886111111111
FNGI	-17.0433333333333	15.6838888888889
FNHU	-12.8	15.75
FNKU	-12.4	16.95
FNLU	-8.85555555555556	13.2338888888889
FNMA	-9.51666666666667	16.3166666666667
FNMO	-15.2594444444444	12.1488888888889
FNNG	-7.75	15.3
FNSA	-9.68888888888889	20.4308333333333
FNSO	-6.14108611111111	12.3717638888889
FNUB	-14.9244444444444	13.5716666666667
FNUE	-11.7686111111111	19.8972222222222
FNUG	-7.6	15.0333333333333
FOGF	-1.28333333333333	10.6166666666667
FOGK	-1.17	12.4327777777778
FOGM	-1.85	11.0666666666667
FOGO	1.53694444444444	11.5786111111111
FOGQ	-0.664166666666667	13.6727777777778
FOGR	-0.704725	10.2450472222222
FOOB	2.08333333333333	11.4833333333333
FOOD	-1.52638888888889	13.2511111111111
FOOG	-0.719263888888889	8.75135
FOOH	-1.58333333333333	9.26666666666667
FOOK	0.583333333333333	12.9166666666667
FOOL	0.458444444444444	9.41233333333333
FOON	-1.65185555555556	13.4348
FOOR	-0.833333333333333	12.75
FOOT	-2.88833333333333	10.9552777777778
FPST	0.377908333333333	6.71315
FQBR	-19.7957055555556	34.9047916666667
FQCB	-14.81525	36.5301388888889
FQCH	-19.1497222222222	33.4288888888889
FQIN	-23.8666666666667	35.4166666666667
FQLC	-13.2745277777778	35.2646333333333
FQLU	-15.0333333333333	40.6666666666667
FQMA	-25.9208333333333	32.5726388888889
FQMP	-11.35	40.35
FQMR	-13.2250527777778	37.5520666666667
FQNC	-14.4882333333333	40.71225
FQNP	-15.1027777777778	39.2844444444444
FQPB	-12.9916472222222	40.52425
FQQL	-17.85	36.8666666666667
FQTT	-16.1080888888889	33.640225
FQUG	-14.7	34.3541666666667
FSIA	-4.67434444444444	55.5218527777778
FTTA	9.15111111111111	18.3794444444444
FTTB	10.2833333333333	15.3833333333333
FTTC	13.8472222222222	20.8488888888889
FTTD	8.62027777777778	16.0683333333333
FTTE	14.55	20.85
FTTF	17.1883333333333	21.5116666666667
FTTJ	12.1249472222222	15.0248194444444
FTTM	12.1718166666667	18.6777
FTTN	11.0395694444444	20.2767694444444
FTTP	9.38333333333333	14.9333333333333
FTTY	17.9160722222222	19.1088638888889
FTTZ	21.45	17.05
FVBU	-20.0183333333333	28.6247222222222
FVCZ	-21.0080833333333	31.57855
FVFA	-18.0941666666667	25.84
FVHA	-17.9327777777778	31.0938888888889
FVKB	-16.5194444444444	28.885
FVMV	-20.0619444444444	30.8619444444444
FVWN	-18.6338888888889	27.0080555555556
FWCL	-15.6797222222222	34.9675
FWKA	-9.95342222222222	33.893175
FWKI	-13.7833333333333	33.7775
FXMM	-29.4544444444444	27.5552777777778
FYAR	-22.4666666666667	14.9833333333333
FYGB	-22.5047222222222	18.9913888888889
FYGF	-19.6	18.1333333333333
FYKM	-17.6341666666667	24.1766666666667
FYKT	-26.5388888888889	18.1116666666667
FYLZ	-26.6852777777778	15.2455555555556
FYML	-24.6041666666667	17.925
FYOA	-17.8772222222222	15.95
FYOG	-28.5848055555556	16.4463611111111
FYRU	-17.9561111111111	19.7205555555556
FYSA	-27.8759166666667	16.6476722222222
FYSM	-22.6583333333333	14.5666666666667
FYWB	-22.98	14.6452777777778
FYWE	-22.6075	17.0791666666667
FYWH	-22.4798944444444	17.47095
FZAA	-4.38558888888889	15.4447
FZAI	-5.91805555555556	12.4463888888889
FZAM	-5.8	13.4333333333333
FZCA	-5.03333333333333	18.7833333333333
FZEA	0.0225416666666667	18.2887555555556
FZFA	3.63333333333333	18.6333333333333
FZFD	4.25	20.9666666666667
FZFK	3.26666666666667	19.7666666666667
FZFP	4.16666666666667	21.75
FZFQ	4.11666666666667	19.2166666666667
FZFU	2.18333333333333	22.55
FZGA	2.16666666666667	21.4833333333333
FZIA	0.516666666666667	25.1547222222222
FZIC	0.481677777777778	25.3379638888889
FZJH	2.82666666666667	27.5880555555556
FZKA	1.56579722222222	30.2206444444444
FZKJ	2.81666666666667	24.7833333333333
FZMA	-2.30898611111111	28.8088194444444
FZNA	-1.67085555555556	29.2384027777778
FZNP	0.583333333333333	29.4666666666667
FZOA	-2.91924166666667	25.9153722222222
FZQA	-11.5912861111111	27.5308972222222
FZQF	-10.5333333333333	26.325
FZQM	-10.7666666666667	25.5
FZQP	-10.6666666666667	23.1666666666667
FZRF	-5.875525	29.2493694444444
FZRJ	-7.71666666666667	29.8
FZRK	-7.31666666666667	29.1666666666667
FZRO	-7.93333333333333	28.5333333333333
FZRQ	-5.4	27.0
FZSA	-8.62666666666667	25.2480555555556
FZSI	-10.7166666666667	22.35
FZUA	-5.90008333333333	22.4692
FZUK	-6.43333333333333	20.8
FZVA	-3.41666666666667	23.45
FZWA	-6.11666666666667	23.5666666666667
FZWE	-6.98333333333333	23.0833333333333
FZWT	-6.11666666666667	24.3333333333333
GABS	12.5378638888889	-7.94325277777778
GAGO	16.2482222222222	-0.00588888888888889
GAKD	14.4817222222222	-11.4047222222222
GAMB	14.5085833333333	-4.08419444444444
GANR	15.2333333333333	-9.58333333333333
GASO	11.5981583333333	-5.7989
GATB	16.7339777777778	-2.99849444444444
GATS	20.2461111111111	0.980833333333333
GBYD	13.3425222222222	-16.6578138888889
GCFV	28.4527777777778	-13.8638888888889
GCGM	28.0297222222222	-17.2147222222222
GCLA	28.6263888888889	-17.7555555555556
GCLP	27.9319444444444	-15.3866666666667
GCRR	28.9455555555556	-13.6052777777778
GCTS	28.0444444444444	-16.5725
GCXO	28.4827777777778	-16.3416666666667
GFLL	8.61645833333333	-13.1955833333333
GGOV	11.8888555555556	-15.6557277777778
GLMR	6.28433333333333	-10.7668277777778
GLNA	7.50101666666667	-8.60013055555556
GLRB	6.24044444444445	-10.3598888888889
GMAD	30.3225	-9.41138888888889
GMAG	29.0169444444444	-10.0613888888889
GMAT	28.4483333333333	-11.1613888888889
GMAZ	30.2638888888889	-5.85305555555556
GMFB	32.5144444444444	-1.97833333333333
GMFF	33.9272222222222	-4.97777777777778
GMFI	33.5055555555556	-5.1525
GMFK	31.9480555555556	-4.40055555555556
GMFO	34.7861111111111	-1.92555555555556
GMMB	33.6543222222222	-7.22571666666667
GMMD	32.4019444444444	-6.31611111111111
GMME	34.0513888888889	-6.75166666666667
GMMH	23.7183333333333	-15.9319444444444
GMMI	31.3991666666667	-9.68305555555556
GMML	27.1516666666667	-13.2191666666667
GMMN	33.3641666666667	-7.58166666666667
GMMW	34.9894444444444	-3.02777777777778
GMMX	31.6086111111111	-8.04083333333333
GMMZ	30.9372222222222	-6.90611111111111
GMTA	35.1797222222222	-3.84
GMTN	35.5944444444444	-5.32
GMTT	35.7316666666667	-5.92111111111111
GOGG	12.556	-16.2748611111111
GOGK	12.9	-14.9666666666667
GOGS	12.3888888888889	-16.7416666666667
GOOK	14.1447222222222	-16.0544444444444
GOOY	14.7438888888889	-17.4794444444444
GOSM	15.5938888888889	-13.3222222222222
GOSP	16.6833333333333	-14.9666666666667
GOSR	16.4333333333333	-15.65
GOSS	16.0498055555556	-16.4610555555556
GOTB	14.8666666666667	-12.4833333333333
GOTK	12.5666666666667	-12.2166666666667
GOTS	13.05	-13.3
GOTT	13.7327777777778	-13.6580555555556
GQNA	16.7166666666667	-9.63333333333333
GQNC	18.45	-9.51666666666667
GQNF	16.5933333333333	-11.3997222222222
GQNI	16.6220833333333	-7.31447222222222
GQNK	16.15	-13.5166666666667
GQNN	18.0955555555556	-15.95
GQPA	20.4979666666667	-13.0484722222222
GQPP	20.9283333333333	-17.0311111111111
GQPT	25.2333333333333	-11.5833333333333
GQPZ	22.7580555555556	-12.4686111111111
GUCY	9.57688888888889	-13.6119611111111
GUFA	10.3527138888889	-13.4068666666667
GUFH	10.0385	-10.7603611111111
GUGO	9.24603611111111	-9.29514166666667
GUKR	10.6578611111111	-14.5329444444444
GUKU	9.16083055555556	-10.123
GULB	11.3313055555556	-12.296
GUNZ	7.81558055555556	-8.70380555555555
GUOK	10.9560527777778	-14.3068805555556
GUSB	12.5727361111111	-13.3585333333333
GUXN	10.37605	-9.24514166666667
GVAC	16.7375888888889	-22.9500166666667
GVBA	16.1372222222222	-22.8886111111111
GVNP	14.9411111111111	-23.4847222222222
GVSV	16.8336111111111	-25.0547222222222
HAAB	8.97504166666667	38.7994
HAAM	6.03943611111111	37.5907805555556
HAAX	14.1370694444444	38.7760555555556
HABD	11.6062972222222	37.3197305555556
HADR	9.63778611111111	41.8488861111111
HAGM	8.11729166666667	34.5633611111111
HAGN	12.5323361111111	37.4317972222222
HAGO	5.93512777777778	43.5785694444444
HAHU	13.8216666666667	36.8911111111111
HAJJ	9.32416666666667	42.9083333333333
HAJM	7.67104722222222	36.8258388888889
HALL	11.9738555555556	38.9911166666667
HAMK	13.4733222222222	39.5182111111111
HASO	10.0219472222222	34.5788722222222
HBBA	-3.32046111111111	29.3177444444444
HCMH	9.51833333333333	44.09
HCMI	10.3833333333333	44.95
HCMK	-0.345833333333333	42.4672222222222
HCMM	2.01333333333333	45.305
HDAM	11.5472222222222	43.1594444444445
HEAL	30.9244444444444	28.4613888888889
HEAR	31.0733333333333	33.8358333333333
HEAT	27.0463888888889	31.0119444444444
HEAX	31.1816666666667	29.9463888888889
HEAZ	30.0919444444444	31.3597222222222
HEBA	30.9180555555556	29.6958333333333
HEBL	22.3758333333333	31.6116666666667
HECA	30.1113888888889	31.4138888888889
HEDK	25.4116666666667	29.0016666666667
HEGN	27.1786111111111	33.8008333333333
HEGO	27.3669444444444	33.6680555555556
HEGR	31.0733333333333	34.1494444444444
HEKG	25.4736111111111	30.5908333333333
HELX	25.6708333333333	32.7063888888889
HEMA	25.5580555555556	34.5830555555556
HEMM	31.3252777777778	27.2216666666667
HEOC	29.8122222222222	30.8233333333333
HEOW	22.5833333333333	28.7161111111111
HEPS	31.2794444444444	32.24
HESC	28.6852777777778	34.0625
HESG	26.3427777777778	31.7427777777778
HESH	27.9786111111111	34.3933333333333
HESN	23.9644444444444	32.82
HETB	29.5877777777778	34.7780555555556
HETR	28.2166666666667	33.635
HHAS	15.2841666666667	38.9008333333333
HHMS	15.6699888888889	39.3701027777778
HHSB	13.0666666666667	42.6333333333333
HKEL	0.404011111111111	35.2367138888889
HKIS	0.34725	37.6008611111111
HKJK	-1.31924166666667	36.927775
HKKE	-1.58591666666667	35.2507777777778
HKKI	-0.0859277777777778	34.7288888888889
HKLK	4.20409444444444	34.3481916666667
HKLU	-2.25234444444444	40.9131083333333
HKMO	-4.02883611111111	39.5978027777778
HKNL	0.0622083333333333	37.0413527777778
HKNO	-1.15261111111111	35.7674722222222
HKNW	-1.32127222222222	36.8149666666667
HKRE	-1.27828888888889	36.86055
HKWJ	1.73316388888889	40.0915222222222
HLAM	29.4933333333333	21.1083333333333
HLBD	28.4833333333333	19.0
HLBK	31.8351111111111	24.6055277777778
HLDB	28.975	17.5866666666667
HLFL	28.7833333333333	22.0666666666667
HLGD	31.0600555555556	16.5918083333333
HLGL	28.6683333333333	21.4416666666667
HLGT	25.13355	10.1340333333333
HLHM	30.7016666666667	12.4866666666667
HLKF	24.17825	23.31505
HLLB	32.0968055555556	20.2695611111111
HLLM	32.8944444444444	13.2777777777778
HLLQ	32.7886111111111	21.9644444444444
HLLS	26.9870333333333	14.4725833333333
HLLT	32.6635888888889	13.1591611111111
HLMB	30.385	19.5733333333333
HLML	27.975	22.3583333333333
HLMS	32.3241666666667	15.0619444444444
HLNF	30.5	18.53
HLNM	29.5133333333333	12.945
HLNR	29.2183333333333	21.59
HLON	29.1333333333333	15.9633333333333
HLSA	27.6583333333333	22.5083333333333
HLSD	30.625	18.3516666666667
HLTD	30.1516666666667	9.71533333333333
HLTQ	31.8747222222222	23.9047222222222
HLTS	28.6083333333333	19.3083333333333
HLUB	26.5676333333333	12.8231166666667
HLWA	28.29	19.9466666666667
HLZA	28.595	17.285
HLZG	29.045	20.7816666666667
HLZT	28.9533333333333	19.7716666666667
HLZU	30.875	20.07
HLZW	32.9525	12.0152777777778
HRYR	-1.96844722222222	30.1383861111111
HSAT	17.7096527777778	34.0573527777778
HSDN	19.1526194444444	30.4302166666667
HSFS	13.6148916666667	25.32465
HSGN	13.4834777777778	22.4725111111111
HSKA	15.3874944444444	36.3288416666667
HSLI	11.1371055555556	29.6992388888889
HSMD	4.91555555555556	29.4661111111111
HSMK	6.82572777777778	29.6700888888889
HSMN	18.443	31.8435833333333
HSNN	12.0534888888889	24.956125
HSOB	13.1531583333333	30.2328527777778
HSPN	19.4336388888889	37.234075
HSSG	13.4783611111111	22.5380555555556
HSSJ	4.87199444444445	31.6011388888889
HSSM	9.55896944444445	31.6522416666667
HSSS	15.5903555555556	32.5531527777778
HSSW	21.8027972222222	31.5219833333333
HSWW	7.72574722222222	27.97495
HTAR	-3.36779444444444	36.6204083333333
HTDA	-6.87811111111111	39.202625
HTDO	-6.17035833333333	35.7494305555556
HTGW	-8.91994166666667	33.2740972222222
HTKA	-4.88508333333333	29.6701916666667
HTKJ	-3.42940555555556	37.0744611111111
HTMA	-7.91727777777778	39.6683888888889
HTMP	-6.35533333333333	31.0840555555556
HTMT	-10.3361166666667	40.1820166666667
HTMU	-1.50344444444444	33.8021666666667
HTMW	-2.44412777777778	32.9319333333333
HTPE	-5.25738333333333	39.8113916666667
HTSO	-10.6819472222222	35.5821166666667
HTSU	-7.94856666666667	31.6107555555556
HTTB	-5.076	32.8303055555556
HTXX	-8.91994166666667	33.2740916666667
HTZA	-6.22489166666667	39.225175
HUAR	3.05	30.9166666666667
HUEN	0.0408138888888889	32.4405416666667
HUGU	2.8	32.2666666666667
HUJI	0.45	33.2
HUKD	3.71666666666667	33.8333333333333
HUKO	2.95	34.1166666666667
HUKS	0.188291666666667	30.1015916666667
HUKT	3.28333333333333	32.8833333333333
HUMI	1.75	31.75
HUMO	2.51666666666667	34.5833333333333
HUPA	2.33333333333333	31.5
HUSO	1.72231111111111	33.6186833333333
HUTO	0.683333333333333	34.1666666666667
CAU4	54.0467388888889	-124.011186111111
CCQ3	45.4192194444445	-63.4613027777778
CCR3	46.42615	-67.6279777777778
CDT5	46.5094444444445	-64.6938888888889
CEF4	51.2638222222222	-113.934513888889
CEH6	52.3379444444444	-110.278663888889
CEQ5	53.917	-118.874166666667
CFP7	52.8305555555556	-111.100555555556
CFS6	57.1419444444444	-115.075277777778
CFX4	56.9508805555556	-117.644033333333
CNY3	44.4494444444444	-80.1591666666667
CPZ3	44.0694444444445	-77.3380555555556
CYAM	46.4850694444445	-84.5095527777778
CYAZ	49.0821194444444	-125.772397222222
CYBC	49.1325	-68.2043527777778
CYBG	48.3305555555556	-70.9963888888889
CYBL	49.9520416666667	-125.273052777778
CYBR	49.91	-99.9522722222222
CYBW	51.1053166666667	-114.371488888889
CYCD	49.0545444444444	-123.870119444444
CYCE	43.2856972222222	-81.5063888888889
CYCG	49.296225	-117.632505555556
CYCH	47.0057944444445	-65.4568055555556
CYCK	42.3062333333333	-82.0817472222222
CYCL	47.9909527777778	-66.3303972222222
CYCP	52.1247555555556	-119.292827777778
CYCZ	50.3301638888889	-115.873455555556
CYDF	49.2091694444444	-57.3943611111111
CYDL	58.4223111111111	-130.031505555556
CYDN	51.1015194444444	-100.053261111111
CYDQ	55.7422638888889	-120.183061111111
CYEG	53.3098861111111	-113.579497222222
CYEN	49.2101972222222	-102.965758333333
CYET	53.5789361111111	-116.465061111111
CYEV	68.3037777777778	-133.483127777778
CYEY	48.5648888888889	-78.2490583333333
CYFB	63.7565722222222	-68.5561194444445
CYFC	45.8688777777778	-66.5372194444444
CYFD	43.1323833333333	-80.3415194444444
CYFJ	46.4090833333333	-74.7800777777778
CYFO	54.6780638888889	-101.681880555556
CYFS	61.7601527777778	-121.236527777778
CYGD	43.7678638888889	-81.7106944444445
CYGL	53.6252777777778	-77.7041666666667
CYGM	50.6280555555556	-97.0433333333333
CYGQ	49.7786916666667	-86.9385527777778
CYHB	52.8182361111111	-102.311205555556
CYHD	49.8315138888889	-92.743675
CYHM	43.1736555555556	-79.9350777777778
CYHU	45.5180611111111	-73.4169944444445
CYHY	60.8397805555556	-115.7828
CYHZ	44.8796833333333	-63.5101944444445
CYJT	48.54145	-58.5499083333333
CYKA	50.7025111111111	-120.448605555556
CYKF	43.460775	-80.3787138888889
CYKL	54.8051722222222	-66.8053194444444
CYLB	54.7704138888889	-112.031777777778
CYLD	47.820175	-83.3468888888889
CYLJ	54.1253916666667	-108.522897222222
CYLL	53.3105833333333	-110.074161111111
CYLQ	47.4097222222222	-72.7888888888889
CYLS	44.4860361111111	-79.5556305555556
CYLW	49.9572222222222	-119.377777777778
